type_of_property,price,bedrooms,energy_class,surface_of_the_plot,living_room_surface,number_of_frontages,building_condition,bathrooms,toilets,kitchen_type,heating_type
house,475000.0,4,E,0,30,4,0,1,1,Installed,0
house,275000.0,3,B,467,0,3,0,1,2,Installed,Gas
house,245000.0,3,F,1024,0,0,To restore,1,1,0,0
house,395000.0,3,F,674,0,4,To be done up,1,1,Installed,Fuel oil
house,349000.0,4,D,180,15,2,0,2,0,0,Gas
house,229000.0,5,D,100,31,3,0,1,0,0,Fuel oil
house,265000.0,3,NS,1120,0,3,Good,2,1,Installed,Fuel oil
house,225000.0,2,E,313,16,3,0,1,0,0,Gas
house,275000.0,3,B,451,0,3,As new,1,2,Installed,Gas
house,374000.0,3,A,403,0,2,As new,1,2,Installed,Gas
house,595000.0,5,D,93,0,2,0,3,0,0,Gas
house,270000.0,3,B,329,0,3,As new,1,2,Installed,Gas
house,445000.0,3,B,523,0,4,Good,0,2,0,Gas
house,558500.0,4,NS,359,0,3,0,2,0,Hyper equipped,0
house,556000.0,4,NS,392,0,3,0,2,0,Hyper equipped,0
house,569000.0,4,NS,535,0,3,0,2,0,Hyper equipped,0
house,365000.0,4,NS,495,0,3,Good,1,2,0,Gas
house,324500.0,4,D,140,0,2,Good,2,0,Semi equipped,Gas
house,215000.0,2,G,65,0,2,0,0,0,0,Gas
house,549000.0,4,G,135,0,3,To be done up,2,0,USA semi equipped,Gas
house,295000.0,5,F,0,30,3,As new,2,2,Hyper equipped,0
house,449000.0,3,A,146,31,2,As new,2,3,Hyper equipped,Gas
house,325000.0,3,C,645,19,3,0,1,0,0,Fuel oil
house,548000.0,4,D,727,47,4,To be done up,2,2,Hyper equipped,Gas
house,339000.0,3,D,124,18,2,0,1,0,0,Gas
house,240000.0,3,F,515,0,3,Good,1,1,0,Gas
house,599000.0,3,A,546,0,4,Good,2,2,Installed,Gas
house,375000.0,3,G,692,0,4,0,2,0,0,Gas
house,329000.0,3,B,558,33,4,As new,1,0,Installed,Gas
house,189000.0,4,F,215,28,4,Good,1,1,Semi equipped,Gas
house,329000.0,4,C,225,0,2,Good,2,2,Installed,Gas
house,549000.0,4,NS,164,0,2,0,1,2,Installed,0
house,499000.0,2,D,0,0,0,Good,1,2,0,Gas
house,269000.0,3,F,394,36,3,Good,1,1,0,Electric
house,295000.0,3,E,0,0,2,Good,1,2,Installed,Gas
house,130000.0,3,G,265,0,3,To renovate,0,0,Not installed,0
house,349000.0,4,NS,288,0,3,Good,2,2,Installed,Gas
house,549000.0,6,A,572,28,3,Just renovated,1,2,Installed,Gas
house,465000.0,4,E,1200,35,4,0,1,2,Installed,Electric
house,474000.0,3,NS,238,40,3,0,1,2,Installed,0
house,349000.0,4,D,273,35,3,Good,1,2,Installed,Gas
house,395000.0,3,B,195,28,2,Good,1,3,0,Gas
house,435000.0,3,C,220,0,3,Good,1,2,Installed,Gas
house,569000.0,4,E,125,0,2,To renovate,2,2,Semi equipped,Gas
house,330000.0,3,C,700,35,3,Good,1,2,Installed,Fuel oil
house,299000.0,4,D,165,44,2,Good,1,2,0,0
house,299000.0,3,D,219,32,3,As new,2,3,Installed,Fuel oil
house,595000.0,4,D,783,0,4,Good,2,0,Installed,Gas
house,595000.0,4,D,783,0,4,Good,2,0,Installed,Gas
house,595000.0,4,D,783,0,4,Good,2,0,Installed,Gas
house,350000.0,3,B,368,0,3,As new,1,2,Installed,0
house,210000.0,3,E,275,63,2,To renovate,1,2,Semi equipped,Gas
house,329000.0,3,A,151,42,0,Just renovated,1,2,0,Gas
house,149000.0,2,D,70,0,2,To renovate,1,1,Semi equipped,Gas
house,375000.0,3,B,478,0,3,As new,1,2,Installed,Gas
house,186000.0,2,G,644,0,3,To restore,1,1,0,Gas
house,229000.0,2,G,582,25,3,Just renovated,1,0,Semi equipped,Fuel oil
house,579000.0,3,D,2300,45,4,0,4,2,Hyper equipped,Fuel oil
house,525000.0,5,F,2500,40,4,Just renovated,1,2,Installed,Fuel oil
house,525000.0,5,F,2500,40,4,Just renovated,1,2,Installed,Fuel oil
house,95000.0,3,NS,383,50,2,0,1,2,Installed,Gas
house,380000.0,3,NS,504,0,3,As new,0,0,Installed,Gas
house,325000.0,3,C,451,0,3,Good,1,0,0,Gas
house,495000.0,3,E,104,27,2,Good,1,0,Hyper equipped,Gas
house,375000.0,3,B,504,0,3,As new,1,2,Installed,Gas
house,369000.0,4,D,0,26,2,Good,2,2,Installed,Gas
house,90000.0,2,F,190,0,2,To renovate,1,0,0,Gas
house,157500.0,2,D,0,0,2,0,0,0,0,Gas
house,549000.0,5,C,290,0,4,Good,2,3,0,Gas
house,379000.0,3,C,0,0,3,Good,1,2,Semi equipped,Gas
house,233000.0,4,E,238,24,2,Good,1,1,0,Gas
house,389000.0,3,NS,489,49,3,0,1,0,0,Gas
house,274000.0,4,D,75,25,2,Good,1,1,Semi equipped,Gas
house,385000.0,3,B,715,0,4,Good,0,1,0,Gas
house,395000.0,3,E,82,0,3,Just renovated,1,2,Installed,Gas
house,139000.0,2,F,52,0,2,To restore,1,1,0,0
house,349000.0,3,B,187,0,2,Good,2,2,Semi equipped,Gas
house,390000.0,4,E,199,32,2,0,2,2,Semi equipped,Fuel oil
house,372000.0,3,NS,664,0,3,0,1,2,Installed,Gas
house,375000.0,3,B,496,0,3,As new,1,2,Installed,Gas
house,265000.0,3,F,980,0,4,To renovate,1,0,0,Fuel oil
house,270000.0,2,C,173,30,2,0,1,1,Installed,0
house,600.0,4,B,45,20,2,Good,1,2,Installed,Gas
house,265000.0,4,F,170,30,2,To be done up,2,2,Semi equipped,Gas
house,295500.0,2,F,511,0,3,0,1,1,Installed,Gas
house,99000.0,2,F,0,0,3,To renovate,1,1,Semi equipped,Fuel oil
house,344500.0,3,NS,157,0,2,0,1,0,0,0
house,295000.0,4,A,835,0,3,As new,0,0,Installed,Gas
house,445000.0,3,B,198,0,3,Good,1,2,USA installed,Gas
house,169000.0,3,E,45,0,2,0,1,0,0,Gas
house,259000.0,3,G,916,20,4,Good,1,0,0,Gas
house,499000.0,3,D,223,0,2,Good,1,2,Hyper equipped,0
house,585000.0,4,B,326,0,2,0,1,2,Semi equipped,Fuel oil
house,599000.0,4,B,800,30,4,0,2,3,Installed,Gas
house,565000.0,3,C,6138,38,4,As new,1,2,Installed,0
house,549900.0,4,A,752,32,4,As new,1,2,Installed,0
house,319000.0,3,E,595,40,4,To be done up,1,2,Installed,0
house,549000.0,4,NS,3150,40,4,To be done up,2,2,Installed,0
house,299500.0,4,G,503,34,4,As new,1,2,Installed,Fuel oil
house,330000.0,4,D,1017,0,0,To be done up,0,0,0,Gas
house,449000.0,3,C,421,34,4,As new,1,2,Installed,0
house,283000.0,4,D,646,0,3,To be done up,1,2,0,0
house,125000.0,2,F,221,0,2,0,0,0,0,0
house,340000.0,4,C,217,29,2,As new,2,0,Hyper equipped,Gas
house,645000.0,5,C,300,58,2,0,3,4,0,Gas
house,348000.0,4,NS,609,0,3,0,1,2,0,Gas
house,344000.0,4,NS,557,0,3,0,1,2,0,Gas
house,435.0,4,NS,507,0,3,0,1,2,0,Gas
house,150000.0,3,F,308,26,3,To restore,1,1,0,Gas
house,690000.0,3,C,1156,45,4,Good,2,2,Installed,Gas
house,275000.0,3,D,0,30,0,Good,1,0,0,Electric
house,220000.0,2,F,185,0,3,0,2,1,0,0
house,425000.0,3,NS,0,0,4,0,2,0,Semi equipped,Fuel oil
house,189000.0,3,NS,0,0,3,0,1,1,Semi equipped,Pellet
house,349000.0,3,C,366,0,2,Good,1,2,Hyper equipped,Gas
house,495000.0,4,B,303,16,2,Just renovated,3,5,Hyper equipped,Gas
house,199000.0,3,F,317,0,3,Good,1,1,0,Gas
house,249000.0,2,C,245,32,3,Good,1,2,0,Gas
house,420000.0,2,C,755,0,4,Good,1,2,0,Fuel oil
house,349000.0,4,NS,1158,0,4,To renovate,1,2,0,Gas
house,99000.0,1,G,0,25,2,Good,2,1,Installed,Gas
house,275000.0,3,NS,464,0,2,As new,1,2,Installed,Gas
house,150000.0,3,G,710,0,0,Good,1,1,0,0
house,99000.0,3,E,0,0,2,0,1,0,0,Gas
house,275000.0,3,A,455,0,2,As new,1,2,Installed,Gas
house,215000.0,3,D,272,27,2,Good,1,1,0,Gas
house,199000.0,4,F,152,18,2,Good,1,1,Installed,Gas
house,349000.0,3,D,613,0,4,Good,1,0,0,Gas
house,315000.0,4,C,594,0,2,As new,2,2,Installed,Gas
house,295000.0,4,A,681,0,3,As new,2,2,Installed,Gas
house,495000.0,3,C,1203,0,3,Just renovated,1,0,0,Gas
house,277000.0,3,C,540,0,4,To be done up,1,0,0,Gas
house,249000.0,3,F,741,0,3,0,1,0,0,Gas
house,79000.0,2,G,0,13,2,To renovate,1,1,0,Gas
house,276000.0,2,D,205,0,2,Good,1,1,Installed,Gas
house,225000.0,0,E,0,0,0,To renovate,0,0,0,0
house,262500.0,3,E,415,45,2,Just renovated,1,2,Semi equipped,Fuel oil
house,155000.0,3,F,50,0,2,To be done up,0,1,Installed,Gas
house,292000.0,4,NS,333,0,3,0,1,0,0,Gas
house,279000.0,6,D,1337,30,4,Good,1,1,Installed,Gas
house,349000.0,2,F,1217,0,4,Good,1,1,0,Pellet
house,99000.0,1,G,1927,0,4,Good,1,1,USA installed,Fuel oil
house,379000.0,3,NS,1632,0,4,Good,1,0,0,Fuel oil
house,339000.0,4,C,0,0,2,Good,2,0,0,0
house,189.0,2,E,260,0,2,Good,0,0,0,Gas
house,185000.0,4,D,136,0,0,Good,2,2,0,Gas
house,399000.0,3,F,796,0,2,To be done up,1,0,0,Fuel oil
house,235000.0,3,C,110,32,2,Good,1,2,Installed,Gas
house,379000.0,4,B,550,0,2,Good,1,0,0,Gas
house,259000.0,4,D,0,40,0,Good,1,0,Hyper equipped,0
house,165000.0,4,F,0,0,2,0,0,0,0,0
house,155000.0,2,NS,0,0,2,0,0,0,0,0
house,280000.0,3,F,150,36,2,As new,2,0,0,Gas
house,335000.0,3,D,199,0,2,To renovate,1,1,Hyper equipped,0
house,315000.0,2,F,189,19,2,Good,1,2,Installed,Gas
house,349000.0,4,F,750,39,3,As new,2,2,USA hyper equipped,Fuel oil
house,129900.0,4,C,76,13,2,Good,2,1,Installed,Pellet
house,199000.0,4,C,124,13,3,Good,1,2,Installed,Gas
house,295000.0,3,A,412,0,2,As new,1,2,0,0
house,195000.0,3,D,90,0,2,0,1,1,USA installed,Gas
house,669000.0,5,F,240,35,2,Good,3,3,USA installed,Gas
house,535000.0,5,E,350,41,2,Good,2,2,Hyper equipped,Gas
house,215000.0,4,E,0,24,3,Good,2,1,Installed,Fuel oil
house,230000.0,5,E,390,16,3,Good,2,2,Installed,Gas
house,159999.0,3,D,100,36,3,Good,2,1,Installed,Gas
house,119000.0,2,C,253,40,2,Good,1,0,Installed,Pellet
house,195000.0,2,F,988,15,3,0,1,2,Semi equipped,Fuel oil
house,239000.0,3,E,0,0,2,To be done up,1,0,0,Gas
house,145000.0,1,D,129,20,4,Good,8,1,Installed,Fuel oil
house,538606.0,3,NS,252,25,3,As new,1,2,Hyper equipped,0
house,525000.0,3,D,186,18,3,Good,1,2,Semi equipped,Gas
house,499000.0,4,B,374,34,3,As new,2,3,USA installed,Gas
house,239000.0,2,F,346,28,3,Good,1,1,0,Gas
house,259000.0,3,F,480,0,4,Good,1,2,0,Fuel oil
house,199000.0,2,D,233,0,2,Good,1,1,0,Gas
house,445000.0,4,B,700,0,4,As new,2,2,Installed,Fuel oil
house,375000.0,4,D,165,28,2,Good,2,3,Installed,Gas
house,330000.0,3,NS,347,19,3,As new,1,2,0,0
house,375000.0,3,F,2016,19,4,Good,1,1,Installed,Fuel oil
house,400000.0,3,F,1114,30,4,To renovate,1,2,Installed,Fuel oil
house,325000.0,3,F,531,0,3,Good,1,3,Hyper equipped,Fuel oil
house,219000.0,4,D,195,0,2,Good,1,2,0,Gas
house,547000.0,3,C,1597,0,4,Just renovated,1,1,Hyper equipped,Gas
house,345000.0,5,D,221,41,2,As new,1,0,USA installed,Gas
house,229000.0,3,F,590,0,4,To renovate,1,1,0,Fuel oil
house,498000.0,3,C,655,32,4,Good,1,2,Installed,Gas
house,399000.0,5,E,660,16,2,Just renovated,1,1,USA installed,Pellet
house,558000.0,3,A,433,0,3,As new,1,2,Installed,0
house,430000.0,3,B,547,0,2,As new,1,2,USA hyper equipped,Gas
house,530000.0,4,F,1560,0,2,To renovate,1,1,0,Fuel oil
house,450000.0,2,B,627,36,3,Good,1,1,Hyper equipped,Gas
house,220000.0,3,A,547,52,4,0,1,2,0,0
house,235000.0,3,NS,179,0,2,Good,1,0,Hyper equipped,Pellet
house,219000.0,2,F,72,0,2,To renovate,1,0,Semi equipped,Gas
house,415000.0,5,E,670,0,2,To renovate,1,0,Installed,Gas
house,299000.0,3,D,390,0,2,Good,2,0,Semi equipped,Gas
house,395000.0,3,C,650,35,3,As new,1,1,Hyper equipped,Gas
house,645000.0,4,B,165,0,2,As new,3,0,Installed,Gas
house,250000.0,2,D,61,37,2,Good,1,1,0,Gas
house,574000.0,4,B,547,36,3,0,1,2,Hyper equipped,Gas
house,169000.0,3,E,195,18,2,To renovate,1,0,Semi equipped,0
house,350000.0,5,G,1430,35,4,To renovate,1,0,0,0
house,449500.0,4,B,1600,14,4,As new,2,2,Hyper equipped,Gas
house,219000.0,2,C,0,0,3,Just renovated,1,0,0,0
house,265000.0,3,C,576,57,3,Good,2,2,Not installed,Gas
house,625000.0,4,G,106,31,2,Just renovated,3,3,USA hyper equipped,Fuel oil
house,259000.0,3,D,473,0,3,Good,2,2,0,Fuel oil
house,360000.0,3,NS,0,48,2,As new,3,2,USA hyper equipped,0
house,696000.0,4,B,257,42,2,Good,2,3,Hyper equipped,Gas
house,535000.0,3,D,986,30,3,Good,3,0,USA hyper equipped,Gas
house,225000.0,5,E,170,0,3,Good,4,2,Installed,Fuel oil
house,385000.0,1,F,7782,37,3,To be done up,1,0,Semi equipped,Electric
house,215000.0,3,F,726,41,2,To renovate,1,0,Not installed,Fuel oil
house,95000.0,3,F,168,21,2,To renovate,2,1,Not installed,Fuel oil
house,409000.0,4,F,260,15,2,To be done up,2,2,Installed,Gas
house,409000.0,4,F,260,15,2,To be done up,2,2,Installed,Gas
house,450000.0,4,E,1118,0,4,Good,2,0,0,0
house,169000.0,3,F,193,15,2,0,0,0,0,0
house,329000.0,3,F,140,28,2,To renovate,1,1,Installed,Gas
house,290000.0,4,D,359,21,2,To renovate,2,2,0,Gas
house,590000.0,4,B,813,17,4,As new,2,2,Hyper equipped,Fuel oil
house,320000.0,3,G,1072,26,4,To renovate,2,1,Not installed,0
house,220000.0,3,D,497,17,3,To be done up,2,2,Not installed,Gas
house,149900.0,6,C,70,15,3,Good,2,1,Installed,Gas
house,549000.0,6,B,135,34,2,As new,3,4,Hyper equipped,Gas
house,295000.0,3,A,247,35,2,As new,1,2,Installed,Gas
house,299000.0,3,B,180,30,2,As new,1,2,Hyper equipped,0
house,245000.0,2,F,310,34,3,To renovate,2,1,Semi equipped,Gas
house,399000.0,4,C,550,33,4,As new,2,1,Hyper equipped,Gas
house,275000.0,4,C,134,32,2,Good,1,2,Hyper equipped,Gas
house,367632.0,3,A,935,0,4,As new,1,2,0,0
house,363006.0,3,A,934,0,4,As new,1,2,0,0
house,378948.0,3,A,2338,0,4,As new,1,2,0,0
house,375675.0,4,A,2310,0,4,As new,1,2,0,0
house,337032.0,3,A,1013,0,4,As new,1,2,0,0
house,450000.0,3,A,350,0,3,As new,1,0,0,Gas
house,345000.0,4,B,140,48,2,0,1,2,USA hyper equipped,Gas
house,525000.0,3,A,0,0,2,As new,2,3,USA hyper equipped,0
house,495000.0,3,C,65,42,2,Good,0,2,0,Gas
house,519000.0,3,B,1358,0,4,As new,1,2,Installed,0
house,510.0,3,C,400,0,2,To be done up,2,1,USA installed,Gas
house,370000.0,3,E,988,30,3,Good,1,2,Not installed,Fuel oil
house,419000.0,4,D,245,58,2,Good,2,2,USA installed,0
house,449000.0,5,F,518,45,3,To renovate,2,2,Installed,Fuel oil
house,285000.0,3,NS,0,26,3,As new,2,1,Hyper equipped,Gas
house,489000.0,5,A,0,34,2,As new,2,2,USA hyper equipped,Gas
house,239000.0,3,E,272,38,2,Good,1,0,Installed,Gas
house,240000.0,3,D,230,28,2,To be done up,1,0,Not installed,Gas
house,149000.0,3,D,230,36,2,To be done up,3,0,Not installed,Gas
house,165000.0,2,F,345,22,2,To renovate,1,1,Semi equipped,Fuel oil
house,339000.0,3,B,279,50,3,As new,2,2,Installed,Gas
house,445000.0,3,G,86,24,2,Good,1,2,Installed,Gas
house,550000.0,3,E,150,24,2,0,1,0,0,Gas
house,149000.0,3,C,40,30,2,Good,1,1,Installed,Fuel oil
house,139.0,3,E,842,37,2,0,1,1,0,0
house,310000.0,3,C,135,30,2,0,1,1,0,0
house,309000.0,3,D,925,20,4,0,2,1,Hyper equipped,Pellet
house,90000.0,3,E,145,0,2,To renovate,2,1,0,Gas
house,99000.0,2,F,349,0,4,0,1,0,0,Electric
house,330000.0,3,F,729,38,3,Good,2,1,Installed,0
house,189000.0,5,G,0,0,3,To renovate,0,0,0,0
house,419000.0,4,D,1352,52,0,Just renovated,2,1,Hyper equipped,0
house,575000.0,4,F,1850,0,4,0,1,0,0,Electric
house,329000.0,3,D,238,33,3,0,1,2,0,Fuel oil
house,265000.0,2,F,472,32,3,To be done up,1,1,Installed,Gas
house,319000.0,1,B,71,0,0,Good,1,2,Hyper equipped,0
house,259000.0,3,F,149,26,0,To renovate,1,1,Semi equipped,Gas
house,279000.0,2,F,327,32,2,0,2,1,Installed,0
house,299000.0,3,B,303,33,2,Good,1,2,Installed,Gas
house,499000.0,4,A,304,0,0,0,1,2,Hyper equipped,Gas
house,329000.0,4,D,290,27,0,As new,1,1,Installed,Fuel oil
house,209000.0,2,E,51,32,0,0,1,1,Installed,Gas
house,300000.0,3,C,79,36,0,0,1,0,0,Gas
house,245000.0,3,F,600,0,0,0,1,1,0,Fuel oil
house,569000.0,5,B,983,70,0,As new,2,2,Installed,Gas
house,459000.0,5,C,0,0,0,As new,2,0,0,Gas
house,295000.0,3,E,335,0,0,0,1,1,Semi equipped,Gas
house,180000.0,3,D,249,0,0,0,0,1,Installed,Gas
house,299000.0,3,C,214,0,0,0,1,0,Installed,Gas
house,155000.0,3,E,205,0,0,0,1,0,0,0
house,175000.0,3,E,194,0,0,To renovate,1,1,0,0
house,285000.0,3,F,2264,0,0,To renovate,1,0,Installed,Fuel oil
house,376500.0,3,NS,192,0,0,0,1,2,0,0
house,371600.0,3,NS,215,0,0,0,1,2,0,0
house,445000.0,3,C,323,0,0,0,1,0,0,Gas
house,585000.0,4,D,703,55,0,Just renovated,2,2,Hyper equipped,Gas
house,289000.0,3,F,875,0,0,0,1,2,Installed,Fuel oil
house,325000.0,4,B,265,32,0,As new,0,1,Installed,0
house,315000.0,3,F,628,0,0,To renovate,1,0,0,0
house,335000.0,2,NS,725,0,0,0,1,1,0,0
house,370000.0,3,D,2316,0,0,0,1,1,Installed,Fuel oil
house,359000.0,3,C,347,0,0,As new,1,2,Installed,Gas
house,268000.0,2,D,151,26,0,0,1,0,0,0
house,120.0,1,NS,113,0,0,As new,1,3,USA hyper equipped,Wood
house,200000.0,2,C,275,0,0,0,1,1,Installed,Gas
house,290000.0,3,NS,745,0,0,0,1,0,0,0
house,376842.0,3,NS,786,0,0,0,1,2,0,0
house,220000.0,4,F,0,0,0,Just renovated,0,0,0,0
house,168000.0,2,F,520,0,0,To renovate,1,0,0,0
house,249000.0,3,E,0,0,0,To be done up,0,0,0,0
house,299000.0,3,D,300,0,0,0,1,3,0,Gas
house,385000.0,3,D,70,0,0,0,1,0,Installed,Fuel oil
house,410000.0,3,C,0,0,0,As new,2,0,Installed,Fuel oil
house,207000.0,3,D,110,0,0,To renovate,2,2,0,0
house,195000.0,3,F,305,0,0,To be done up,1,1,0,0
house,395000.0,3,F,228,0,0,To renovate,1,2,Not installed,0
house,249000.0,3,D,400,0,0,To be done up,1,2,0,0
house,425000.0,3,E,966,0,0,0,1,1,Installed,Gas
house,485000.0,2,D,1066,0,0,0,1,2,Installed,Fuel oil
house,270000.0,4,F,375,0,0,To be done up,1,1,Installed,Fuel oil
house,179000.0,2,E,80,0,0,Just renovated,1,1,Installed,Electric
house,230000.0,4,E,740,0,0,To renovate,1,0,0,0
house,285500.0,5,A,102,0,0,0,1,1,USA hyper equipped,Gas
house,548410.0,3,A,784,0,0,0,1,2,0,0
house,218000.0,4,NS,443,0,0,To be done up,1,1,Installed,Gas
house,285000.0,3,F,0,0,0,0,0,0,0,0
house,299000.0,3,D,315,0,0,0,1,0,0,0
house,165000.0,1,F,472,0,0,0,0,0,0,0
house,260000.0,3,E,130,0,0,As new,1,0,0,Electric
house,260000.0,2,F,276,8,0,To renovate,1,1,Installed,Gas
house,475000.0,5,B,367,35,0,As new,1,1,Installed,Gas
house,300000.0,3,D,752,0,4,0,1,0,0,Fuel oil
house,199000.0,4,F,1802,0,3,To be done up,1,0,0,Fuel oil
house,375000.0,4,C,447,0,0,As new,1,2,Installed,0
house,289000.0,1,C,22,0,0,As new,0,0,0,0
house,415000.0,4,F,112,0,0,To renovate,1,2,0,0
house,215000.0,2,F,480,32,0,To renovate,1,1,Installed,Fuel oil
house,215000.0,2,F,480,32,0,To renovate,1,1,Installed,Fuel oil
house,315000.0,3,F,1260,32,0,To be done up,1,1,Installed,Fuel oil
house,425000.0,3,G,2155,53,4,To be done up,2,3,USA installed,Fuel oil
house,517000.0,3,NS,453,49,3,Good,2,1,Installed,Gas
house,430000.0,4,D,1125,0,0,Good,1,2,Installed,Gas
house,275000.0,4,D,263,0,0,As new,1,2,0,Gas
house,199000.0,3,F,360,0,0,0,1,1,0,0
house,325000.0,4,B,230,0,0,0,1,1,Installed,Gas
house,344000.0,3,C,400,0,0,0,0,1,0,0
house,287000.0,3,F,626,0,0,To renovate,1,1,0,0
house,378000.0,3,F,455,0,4,To renovate,2,1,USA semi equipped,Fuel oil
house,462500.0,3,NS,141,27,0,As new,1,2,Installed,0
house,438400.0,3,NS,135,24,0,As new,1,2,Installed,0
house,425100.0,3,NS,135,18,0,As new,1,1,Installed,0
house,515000.0,4,NS,0,43,0,0,2,1,Installed,0
house,390000.0,2,D,1003,14,0,As new,1,1,Installed,Gas
house,595000.0,4,NS,0,0,0,As new,0,0,Installed,0
house,560000.0,4,NS,0,0,0,As new,0,0,Installed,0
house,545000.0,4,NS,0,0,0,As new,0,0,Installed,0
house,519000.0,4,NS,0,0,0,As new,0,0,Installed,0
house,560000.0,4,NS,0,0,0,As new,0,0,Installed,0
house,350000.0,4,B,606,40,0,Good,2,2,0,Fuel oil
house,268000.0,7,F,314,0,0,To renovate,0,0,0,Fuel oil
house,399000.0,3,C,335,0,0,0,1,2,0,0
house,339000.0,2,B,38,0,0,0,1,1,0,Gas
house,260000.0,3,D,1520,0,3,To renovate,0,0,0,Fuel oil
house,300000.0,3,G,0,36,3,Good,1,0,Installed,Fuel oil
house,489000.0,3,F,2255,36,4,To renovate,1,1,0,Fuel oil
house,319000.0,3,E,405,30,3,As new,1,1,0,0
house,269000.0,4,E,414,72,3,To renovate,1,2,0,0
house,259000.0,3,D,90,0,0,Just renovated,1,0,Installed,Electric
house,279000.0,3,C,140,0,0,As new,1,2,Installed,Gas
house,309000.0,4,C,343,0,0,Good,1,2,0,Gas
house,410000.0,3,B,457,41,3,Good,1,2,USA installed,Fuel oil
house,499000.0,5,D,192,0,2,To be done up,2,2,Installed,Gas
house,105000.0,3,F,358,0,2,To restore,0,1,Semi equipped,0
house,399000.0,4,B,320,0,2,As new,2,2,Installed,Gas
house,298000.0,3,D,297,48,2,Good,1,2,Installed,Electric
house,173000.0,2,F,232,0,0,To renovate,1,0,0,0
house,379000.0,2,NS,857,23,4,Good,2,1,Installed,0
house,425000.0,4,D,961,0,0,To be done up,2,2,0,Electric
house,255000.0,3,F,265,0,0,0,1,1,0,Gas
house,410000.0,3,C,278,27,0,As new,2,1,USA hyper equipped,0
house,119000.0,2,F,0,0,3,To renovate,0,0,0,0
house,395000.0,4,B,520,38,3,Good,1,2,Installed,Gas
house,199000.0,4,G,400,12,4,Good,1,1,Semi equipped,Fuel oil
house,275000.0,3,F,1667,32,4,To renovate,1,1,Semi equipped,Fuel oil
house,549000.0,4,C,248,0,2,Good,2,4,Semi equipped,Gas
house,239000.0,5,C,0,0,2,Just renovated,1,1,0,Gas
house,145000.0,3,C,154,0,2,0,1,1,0,Pellet
house,145000.0,2,D,259,0,2,0,1,1,0,Gas
house,450000.0,4,F,0,44,4,To be done up,1,2,Semi equipped,Fuel oil
house,645000.0,3,C,354,0,2,Good,1,2,Semi equipped,Gas
house,346294.0,3,NS,334,0,3,0,0,2,0,0
house,397959.0,4,NS,342,0,3,0,0,2,0,0
house,530197.0,4,NS,2718,0,3,0,0,2,0,0
house,475523.0,3,NS,2787,0,3,0,0,2,0,0
house,480810.0,3,NS,518,0,3,0,0,2,0,0
house,469523.0,3,NS,823,0,3,0,0,2,0,0
house,219000.0,4,D,290,32,3,Good,1,1,Semi equipped,Gas
house,298000.0,3,F,1442,0,4,To renovate,1,0,Semi equipped,Fuel oil
house,625000.0,5,B,3385,50,4,0,2,2,Not installed,0
house,289000.0,3,NS,0,0,2,0,1,2,Installed,Gas
house,180000.0,2,G,1513,0,4,To renovate,1,0,0,0
house,229000.0,2,E,130,25,3,Good,1,1,0,0
house,185000.0,4,F,329,35,3,Good,2,2,0,Fuel oil
house,239000.0,3,C,0,0,2,To be done up,1,1,Semi equipped,Gas
house,850.0,3,C,3253,0,4,Good,1,3,0,0
house,525000.0,3,C,1275,0,4,Good,1,2,Semi equipped,Gas
house,345000.0,3,C,477,26,3,0,1,2,Installed,0
house,360000.0,2,C,4575,0,4,0,1,0,Installed,0
house,149000.0,3,D,140,0,2,0,0,0,0,Gas
house,199000.0,2,E,176,30,0,To be done up,1,1,0,0
house,280000.0,8,F,1810,0,0,To renovate,1,2,Semi equipped,Fuel oil
house,135000.0,2,D,245,0,3,To be done up,1,1,Semi equipped,Gas
house,300000.0,3,D,100,25,2,Good,1,1,Semi equipped,Gas
house,279000.0,2,C,145,32,2,Good,1,1,Semi equipped,Gas
house,342000.0,3,B,232,40,2,Good,1,2,Semi equipped,Gas
house,400000.0,3,D,223,32,0,To renovate,2,2,Not installed,Fuel oil
house,245000.0,3,F,1028,30,4,0,1,2,Hyper equipped,Electric
house,569000.0,4,B,0,0,4,Good,1,3,Installed,0
house,405000.0,3,NS,595,0,3,0,0,0,0,0
house,155000.0,2,NS,307,0,3,0,0,0,0,0
house,140000.0,4,G,469,0,4,To renovate,1,0,Not installed,0
house,235000.0,4,G,430,0,4,As new,4,4,0,0
house,335000.0,4,A,343,40,0,0,2,2,0,0
house,287.0,3,G,881,20,0,Good,1,1,0,Fuel oil
house,120000.0,2,G,245,0,0,Just renovated,1,1,Not installed,Electric
house,248000.0,2,C,178,30,2,Good,1,1,Semi equipped,Gas
house,185000.0,4,NS,140,0,2,Just renovated,1,0,0,Gas
house,340000.0,3,C,455,0,3,Good,1,2,Installed,Gas
house,285000.0,3,D,379,0,2,To be done up,1,2,Installed,Gas
house,590000.0,3,NS,800,65,4,0,2,3,Installed,0
house,285000.0,2,C,0,0,4,0,1,2,0,Fuel oil
house,329000.0,3,F,3537,36,4,To be done up,1,1,Installed,Fuel oil
house,265000.0,3,F,630,0,3,Good,1,2,Installed,Fuel oil
house,199000.0,3,D,55,0,2,0,1,0,0,Gas
house,185000.0,3,D,336,0,2,Good,1,2,0,Fuel oil
house,179000.0,3,F,0,0,2,Good,1,1,0,Electric
house,249000.0,3,D,185,23,3,Good,1,1,0,Electric
